Player,index,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,eligible,All Star,MVP,DPOY,All-NBA,All-Defensive,Sixth Man,ROY,Scoring Champ,AST Champ,TRB Champ,STL Champ,BLK Champ,NBA Champ,Hall of Fame,hof_prob,3P,3PA,3P%,2P,2PA,2P%,eFG%
Shawn Kemp,14,Career,,,NBA,,1051.0,728.0,27.9,5.2,10.7,0.488,4.1,5.5,0.741,2.9,5.5,8.4,1.6,1.1,1.2,2.6,3.6,14.6,1,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.4,0.0,0.1,0.27699999999999997,5.2,10.6,0.49,0.49
Larry Kenon,13,Career,,,TOT,,752.0,37.0,32.6,7.3,14.9,0.48700000000000004,2.7,3.4,0.784,3.1,5.8,8.9,2.2,1.3,0.3,2.7,2.3,17.2,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.14300000000000002,7.3,14.9,0.488,0.48700000000000004
Red Kerr,12,Career,,,NBA,,905.0,,30.7,5.4,13.0,0.418,2.9,4.1,0.723,,,11.2,2.2,,,,2.5,13.8,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,,,,,,,
Steve Kerr,17,Career,,,NBA,,910.0,30.0,17.8,2.2,4.7,0.479,0.7,0.8,0.8640000000000001,0.2,1.0,1.2,1.8,0.5,0.1,0.6,0.9,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.3,0.8,1.8,0.45399999999999996,1.4,2.9,0.494,0.564
Jerome Kersey,17,Career,,,NBA,,1153.0,571.0,24.4,4.1,8.8,0.465,2.0,2.9,0.69,2.0,3.5,5.5,1.9,1.2,0.7,1.4,3.0,10.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.201,4.0,8.6,0.47200000000000003,0.467
Julius Keye,6,Career,,,ABA,,418.0,,32.7,3.0,7.2,0.418,1.5,2.4,0.623,3.3,7.7,11.0,1.6,0.5,2.2,1.6,3.4,7.6,1,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.1,0.182,3.0,7.2,0.419,0.418
Jason Kidd,23,Career,,,NBA,,1391.0,1350.0,36.0,4.5,11.2,0.4,2.2,2.8,0.785,1.3,5.0,6.3,8.7,1.9,0.3,2.9,1.8,12.6,1,10.0,0.0,0.0,6.0,9.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,100,1.4,4.1,0.349,3.0,7.1,0.429,0.46399999999999997
Michael Kidd-Gilchrist,10,Career,,,NBA,,446.0,356.0,24.6,3.3,6.9,0.474,1.8,2.5,0.715,1.6,3.8,5.4,1.2,0.7,0.7,0.9,2.1,8.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.272,3.2,6.7,0.48100000000000004,0.478
Toby Kimball,10,Career,,,NBA,,571,,18.3,2.4,5.7,.425,1.2,2.2,.573,2.5,4.9,6.8,1.0,0.7,0.3,,2.2,6.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Albert King,11,Career,,,NBA,,534,326,24.0,5.1,11.0,.461,1.9,2.4,.791,1.4,2.8,4.2,2.2,0.8,0.4,2.2,3.0,12.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,.268,5.0,10.6,.468,.466
Bernard King,16,Career,,,NBA,,874,547,33.7,9.0,17.3,.518,4.5,6.2,.730,1.9,3.8,5.8,3.3,1.0,0.3,3.2,3.3,22.5,1,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.8,0.0,0.2,.172,8.9,17.1,.521,.519
George King,7,Career,,,NBA,,411,,32.6,3.7,9.7,.382,2.9,4.5,.642,,,3.9,4.8,,,,2.5,10.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,,,,,,,
Jim King,12,Career,,,NBA,,607.0,,18.4,2.8,6.7,0.418,1.6,2.1,0.782,,,2.5,2.3,,,,2.0,7.2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Reggie King,7,Career,,,NBA,,438,128,25.9,3.5,6.7,.514,2.0,2.9,.699,1.9,4.2,6.2,1.6,0.8,0.3,1.5,2.3,8.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,3.5,6.7,.515,.514
Stacey King,12,Career,,,NBA,,438.0,63.0,16.9,2.4,5.1,0.478,1.5,2.2,0.7070000000000001,1.4,2.0,3.3,0.9,0.4,0.5,1.2,2.1,6.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.235,2.4,5.1,0.48,0.479
Andrei Kirilenko,17,Career,,,NBA,,797,546,30.0,3.9,8.3,.474,3.5,4.6,.754,1.8,3.7,5.5,2.7,1.4,1.8,1.9,2.0,11.8,1,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.5,1.5,.310,3.5,6.8,.510,.502
Greg Kite,18,Career,,,NBA,,680.0,225.0,14.8,1.1,2.4,0.43799999999999994,0.4,0.9,0.486,1.3,2.5,3.8,0.5,0.3,0.6,0.8,2.3,2.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.16699999999999998,1.1,2.4,0.439,0.43799999999999994
Kerry Kittles,9,Career,,,NBA,,507,455,33.4,5.5,12.5,.439,1.8,2.3,.780,1.0,2.9,3.9,2.6,1.6,0.4,1.2,1.8,14.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3.6,.378,4.1,8.9,.463,.493
Joe Kleine,20,Career,,,NBA,,965.0,204.0,15.2,2.0,4.4,0.45299999999999996,0.9,1.1,0.794,1.3,2.8,4.1,0.6,0.3,0.3,0.8,2.1,4.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271,2.0,4.3,0.455,0.45399999999999996
Linas Kleiza,8,Career,,,NBA,,409,65,20.0,3.1,7.1,.435,1.6,2.0,.763,0.9,2.6,3.6,0.8,0.4,0.2,1.0,2.2,8.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.8,.335,2.2,4.3,.501,.502
Billy Knight,15,Career,,,TOT,,821.0,113.0,28.9,6.6,13.0,0.507,3.7,4.4,0.8270000000000001,2.1,3.2,5.3,2.3,1.0,0.2,2.4,2.0,16.9,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.3,0.284,6.5,12.8,0.511,0.509
Brandon Knight,14,Career,,,NBA,,446.0,349.0,29.5,5.0,12.3,0.41100000000000003,2.4,2.9,0.8059999999999999,0.5,2.6,3.1,4.0,0.9,0.2,2.4,2.0,14.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,4.5,0.353,3.5,7.8,0.445,0.47600000000000003
Brevin Knight,17,Career,,,NBA,,729.0,423.0,24.9,2.8,6.7,0.41200000000000003,1.8,2.2,0.789,0.4,2.1,2.4,6.1,1.7,0.1,1.9,2.5,7.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.134,2.7,6.6,0.419,0.414
Don Kojis,12,Career,,,NBA,,814.0,,23.6,4.8,10.9,0.446,2.5,3.5,0.72,1.4,2.9,5.6,1.4,0.9,0.2,,2.4,12.2,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,,,,,,,
Howard Komives,12,Career,,,NBA,,742.0,,27.2,4.0,10.3,0.38799999999999996,2.2,2.6,0.83,0.2,0.8,2.4,4.0,0.7,0.1,,2.8,10.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Jon Koncak,11,Career,,,NBA,,784.0,379.0,20.9,1.8,3.9,0.47,0.8,1.3,0.597,1.4,3.6,4.9,1.0,0.7,1.0,0.8,3.2,4.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.226,1.8,3.8,0.47700000000000004,0.473
Kyle Korver,23,Career,,,NBA,,1232.0,423.0,25.3,3.3,7.5,0.442,1.1,1.2,0.877,0.3,2.7,3.0,1.7,0.7,0.3,1.0,2.0,9.7,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,4.6,0.429,1.3,2.9,0.46399999999999997,0.574
Kosta Koufos,13,Career,,,NBA,,686.0,229.0,16.4,2.6,4.8,0.534,0.6,1.0,0.5820000000000001,1.7,3.3,5.0,0.5,0.4,0.7,0.7,2.0,5.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,4.8,0.535,0.534
Jim Krebs,7,Career,,,NBA,,515,,20.7,3.3,8.1,0.405,1.4,1.9,0.755,,,6.2,0.8,,,,3.0,8.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Nenad Krstić,9,Career,,,NBA,,419.0,373.0,25.2,4.1,8.3,0.494,1.8,2.5,0.73,1.8,3.6,5.4,0.8,0.4,0.7,1.2,3.0,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14300000000000002,4.1,8.3,0.495,0.494
Larry Krystkowiak,11,Career,,,NBA,,420,134,21.7,3.1,6.7,.457,2.0,2.5,.795,1.5,3.4,4.9,1.2,0.6,0.1,1.2,2.5,8.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,.139,3.1,6.7,.461,.458
Steve Kuberski,11,Career,,,NBA,,568.0,,13.9,2.2,5.3,0.41700000000000004,1.1,1.4,0.767,1.1,1.8,3.8,0.6,0.1,0.1,0.7,1.6,5.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,
Toni Kukoč,20,Career,,,NBA,,846,259,26.3,4.3,9.6,.447,2.1,2.9,.729,1.2,3.0,4.2,3.7,1.0,0.3,1.8,1.7,11.6,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.9,2.6,.335,3.4,7.0,.488,.492
Kevin Kunnert,11,Career,,,NBA,,555.0,0.0,21.8,3.6,7.7,0.47600000000000003,1.0,1.5,0.682,2.5,4.8,7.3,1.4,0.5,1.1,1.5,3.5,8.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.6,7.7,0.47600000000000003,0.47600000000000003
Mitch Kupchak,10,Career,,,NBA,,510,32,19.4,3.9,7.5,.523,2.3,3.3,.704,1.9,3.5,5.4,0.7,0.3,0.3,1.6,2.2,10.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,.000,3.9,7.5,.523,.523
Raef LaFrentz,12,Career,,,NBA,,563.0,438.0,25.8,4.0,8.5,0.466,1.3,1.9,0.711,1.8,4.3,6.1,1.1,0.5,1.6,0.9,3.3,10.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.3,0.363,3.1,6.2,0.505,0.516
Rudy LaRusso,10,Career,,,NBA,,736.0,,33.3,5.6,12.9,0.431,4.5,5.9,0.767,,,9.4,2.1,,,,3.5,15.6,1,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,,,,,,,
Zach LaVine,7,Career,,,NBA,,406.0,319.0,31.3,6.8,14.9,0.457,3.3,4.0,0.8240000000000001,0.5,3.3,3.8,3.8,0.9,0.3,2.7,2.2,19.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.3,0.384,4.8,9.6,0.49700000000000005,0.525
Sam Lacey,15,Career,,,NBA,,1002.0,40.0,31.8,4.3,9.7,0.441,1.7,2.4,0.738,2.2,6.9,9.7,3.7,1.3,1.5,2.2,3.5,10.3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.188,4.3,9.7,0.442,0.441
Christian Laettner,17,Career,,,NBA,,868.0,692.0,29.7,4.6,9.7,0.48,3.4,4.2,0.82,1.9,4.8,6.7,2.6,1.1,0.8,2.2,3.2,12.8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.4,0.261,4.5,9.3,0.49,0.486
Bill Laimbeer,17,Career,,,NBA,,1068,861,31.8,5.2,10.5,.498,2.3,2.7,.837,2.6,7.1,9.7,2.0,0.7,0.9,1.5,3.4,12.9,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,26.1,0.2,0.6,.326,5.0,9.9,.508,.507
Jeremy Lamb,9,Career,,,NBA,,517.0,136.0,21.2,3.9,8.7,0.444,1.7,1.9,0.858,0.5,3.2,3.7,1.6,0.7,0.4,0.8,1.7,10.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,3.1,0.344,2.8,5.6,0.498,0.504
John Lambert,11,Career,,,NBA,,446.0,7.0,12.5,1.6,3.8,0.428,0.5,0.8,0.693,1.3,2.1,3.3,0.6,0.3,0.4,0.8,1.9,3.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.083,1.6,3.8,0.43,0.428
Carl Landry,13,Career,,,NBA,,513.0,93.0,22.5,4.1,7.6,0.535,2.7,3.4,0.785,1.9,3.0,4.9,0.7,0.4,0.4,1.2,2.4,10.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,4.0,7.5,0.537,0.536
Mark Landsberger,9,Career,,,NBA,,437.0,5.0,16.7,2.3,4.9,0.48100000000000004,1.0,1.8,0.522,2.4,3.8,6.1,0.5,0.3,0.2,1.1,1.6,5.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.3,4.9,0.48200000000000004,0.48100000000000004
Andrew Lang,14,Career,,,NBA,,737.0,380.0,20.8,2.4,5.1,0.47,1.2,1.6,0.7440000000000001,1.6,3.2,4.8,0.6,0.5,1.5,0.9,2.8,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.4,5.1,0.47100000000000003,0.47100000000000003
Bob Lanier,16,Career,,,NBA,,959.0,179.0,33.5,8.1,15.7,0.514,3.9,5.1,0.767,2.6,6.8,10.1,3.1,1.1,1.5,2.6,3.2,20.1,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94.9,0.0,0.0,0.154,8.1,15.7,0.515,0.514
Stu Lantz,11,Career,,,NBA,,547,,27.9,4.5,10.4,.435,3.4,4.1,.814,0.8,1.4,3.3,2.9,0.7,0.1,,2.4,12.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,,,,,,
Ty Lawson,12,Career,,,NBA,,551,344,29.2,4.5,9.8,.460,2.7,3.6,.770,0.6,2.1,2.7,6.0,1.2,0.1,2.1,1.6,12.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,2.4,.359,3.7,7.5,.493,.504
Manny Leaks,14,Career,,,TOT,,446.0,,28.3,4.8,10.9,0.44,2.3,3.2,0.7070000000000001,3.6,5.5,9.0,1.1,0.2,0.7,1.7,2.6,11.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4.8,10.9,0.44,0.44
Allen Leavell,10,Career,,,NBA,,700,244.0,23.2,3.6,8.1,0.45,2.1,2.5,0.8340000000000001,0.4,1.2,1.7,4.8,1.3,0.2,1.9,2.1,9.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9,0.23399999999999999,3.4,7.2,0.47600000000000003,0.462
Eric Leckner,13,Career,,,NBA,,449,60,12.1,1.6,3.1,.508,0.9,1.4,.669,0.8,2.4,3.2,0.5,0.2,0.3,0.9,2.3,4.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,1.6,3.1,.510,.508
Clyde Lee,12,Career,,,NBA,,742.0,,26.8,3.0,7.0,0.43200000000000005,1.6,2.7,0.614,3.0,5.5,10.3,1.1,0.4,0.3,,3.0,7.7,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Courtney Lee,18,Career,,,NBA,,811.0,518.0,27.1,3.7,8.1,0.451,1.2,1.4,0.853,0.4,2.2,2.6,1.7,1.0,0.3,0.9,1.7,9.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,2.8,0.38799999999999996,2.6,5.3,0.484,0.518
David Lee,14,Career,,,NBA,,829.0,505.0,29.3,5.5,10.3,0.535,2.5,3.2,0.772,2.6,6.2,8.8,2.2,0.8,0.4,1.8,2.6,13.5,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.034,5.5,10.3,0.537,0.536
Ron Lee,10,Career,,,NBA,,448.0,7.0,21.4,2.9,7.0,0.41600000000000004,1.5,2.1,0.705,0.9,1.8,2.7,3.8,1.9,0.3,2.1,3.1,7.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.6,0.321,2.8,6.7,0.42,0.423
Alex Len,12,Career,,,NBA,,523.0,217.0,19.2,3.0,5.9,0.505,1.6,2.4,0.6829999999999999,1.9,4.1,6.0,0.8,0.4,1.0,1.2,2.6,7.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.332,2.8,5.3,0.524,0.522
Voshon Lenard,13,Career,,,NBA,,565.0,321.0,27.2,4.3,10.4,0.415,1.6,2.1,0.787,0.6,2.2,2.8,2.1,0.8,0.2,1.3,2.1,11.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,4.3,0.384,2.7,6.1,0.436,0.494
Kawhi Leonard,10,Career,,,NBA,,571.0,544.0,31.3,6.9,14.0,0.494,3.9,4.5,0.857,1.2,5.2,6.4,2.9,1.8,0.6,1.6,1.7,19.3,0,5.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,77.7,1.5,3.9,0.384,5.4,10.1,0.536,0.547
Meyers Leonard,9,Career,,,NBA,,447.0,93.0,16.0,2.1,4.4,0.48200000000000004,0.6,0.7,0.809,0.7,3.2,3.9,0.9,0.2,0.3,0.7,2.2,5.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.9,0.39,1.4,2.6,0.5489999999999999,0.564
Slick Leonard,9,Career,,,NBA,,426,,27.3,3.7,10.6,.349,2.5,3.3,.745,,,2.9,3.3,,,,2.1,9.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,
Fat Lever,12,Career,,,NBA,,752,599,31.7,5.6,12.6,.447,2.4,3.1,.771,1.9,4.1,6.0,6.2,2.2,0.3,2.0,2.4,13.9,1,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.2,0.7,.310,5.4,11.9,.455,.455
Cliff Levingston,13,Career,,,NBA,,830,216,20.4,2.8,5.5,.516,1.5,2.2,.676,2.1,3.1,5.2,0.9,0.6,0.7,1.0,2.8,7.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.0,0.0,.152,2.8,5.4,.518,.516
Freddie Lewis,13,Career,,,TOT,,750.0,,33.2,5.7,13.3,0.43200000000000005,4.2,5.1,0.8170000000000001,1.4,2.1,3.7,4.0,1.5,0.1,2.6,2.8,16.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4,1.4,0.28,5.4,12.0,0.44799999999999995,0.446
Rashard Lewis,18,Career,,,NBA,,1049.0,842.0,32.0,5.4,11.9,0.452,2.4,3.0,0.805,1.4,3.8,5.2,1.7,1.1,0.5,1.5,2.3,14.9,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.7,4.4,0.386,3.7,7.5,0.491,0.524
Reggie Lewis,6,Career,,,NBA,,450,352,32.6,7.1,14.6,0.488,3.3,4.0,0.8240000000000001,1.3,3.0,4.3,2.6,1.3,0.9,1.6,2.8,17.6,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.2,7.0,14.3,0.494,0.49
Goose Ligon,9,Career,,,ABA,,434.0,,33.5,4.8,9.8,0.48700000000000004,3.3,5.1,0.643,4.0,6.9,10.9,2.1,0.5,0.5,2.1,3.8,12.8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.1,0.125,4.7,9.7,0.49,0.488
Damian Lillard,9,Career,,,NBA,,673,673,36.3,8.0,18.4,0.43700000000000006,5.5,6.2,0.893,0.6,3.6,4.2,6.6,1.0,0.3,2.8,2.0,24.6,0,6.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.8,3.0,8.0,0.373,5.1,10.4,0.486,0.518
Jeremy Lin,11,Career,,,NBA,,480.0,221.0,25.5,3.9,9.1,0.433,2.8,3.5,0.809,0.4,2.4,2.8,4.3,1.1,0.4,2.3,2.2,11.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.7,0.342,3.0,6.3,0.473,0.485
Alton Lister,19,Career,,,NBA,,953,582,19.9,2.6,5.1,.512,1.3,2.2,.597,1.9,4.4,6.3,1.0,0.4,1.5,1.5,3.3,6.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.111,2.6,5.1,.513,.512
Gene Littles,6,Career,,,ABA,,450.0,,25.1,3.6,7.5,0.47600000000000003,1.8,2.5,0.738,1.3,2.0,3.3,3.0,1.2,0.1,1.4,2.3,9.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1,0.2,0.24,3.5,7.3,0.484,0.48
Shaun Livingston,21,Career,,,NBA,,833,191,20.6,2.6,5.3,.486,1.1,1.4,.794,0.6,1.8,2.4,3.0,0.7,0.4,1.2,1.8,6.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.0,0.1,.178,2.6,5.2,.491,.488
Earl Lloyd,10,Career,,,NBA,,560,,26.2,3.2,8.8,.356,2.1,2.7,.750,,,6.4,1.4,,,,3.7,8.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,
Brad Lohaus,17,Career,,,NBA,,656.0,116.0,15.8,2.4,5.3,0.44,0.6,0.8,0.733,0.7,2.1,2.8,1.1,0.5,0.8,0.8,2.0,5.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.7,0.361,1.8,3.7,0.475,0.496
Grant Long,17,Career,,,NBA,,1003.0,673.0,28.4,3.5,7.4,0.467,2.5,3.3,0.7609999999999999,2.2,4.0,6.1,1.7,1.2,0.4,1.6,2.9,9.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.28300000000000003,3.4,7.1,0.474,0.47200000000000003
John Long,21,Career,,,NBA,,893,432,25.4,5.7,12.2,.467,2.0,2.4,.862,1.1,1.7,2.8,1.9,1.0,0.2,1.7,2.1,13.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,.322,5.6,11.9,.472,.472
Luc Longley,12,Career,,,NBA,,567.0,362.0,21.2,3.0,6.4,0.462,1.3,1.7,0.76,1.5,3.4,4.9,1.5,0.5,1.0,1.7,3.1,7.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,6.4,0.46299999999999997,0.462
