Player,TRB,AST,STL,BLK,PTS
Ron Harper,4.3,3.9,1.7,0.7,13.8
Matt Harpring,5.1,1.4,0.7,0.2,11.5
Montrezl Harrell,5.2,1.3,0.6,0.9,13.0
Josh Harrellson,3.0,0.3,0.4,0.5,3.5
Adam Harrington,0.4,0.6,0.1,0.1,1.6
Al Harrington,5.6,1.7,0.9,0.3,13.5
Junior Harrington,2.7,3.1,0.9,0.2,5.2
Othella Harrington,4.4,0.6,0.3,0.4,7.4
Devin Harris,2.2,3.9,1.0,0.2,10.8
Gary Harris,2.6,2.1,1.2,0.2,12.0
Joe Harris,3.2,1.6,0.5,0.2,10.9
Lucious Harris,2.3,1.4,0.7,0.1,7.2
Manny Harris,2.7,1.4,0.5,0.2,6.2
Mike Harris,2.1,0.2,0.5,0.2,3.4
Steve Harris,1.8,1.1,0.6,0.1,7.0
Terrel Harris,1.8,0.8,0.3,0.1,2.3
Tobias Harris,6.1,2.1,0.7,0.5,16.2
Tony Harris,0.8,0.6,0.4,0.0,4.9
Aaron Harrison,1.2,0.5,0.4,0.1,2.3
Andrew Harrison,2.0,2.8,0.7,0.3,7.0
Shaquille Harrison,2.4,1.6,1.0,0.4,5.5
Jason Hart,1.7,2.3,0.7,0.1,4.8
Josh Hart,5.4,1.6,0.9,0.4,8.7
Isaiah Hartenstein,2.9,0.7,0.3,0.6,3.4
Antonio Harvey,2.3,0.3,0.3,0.7,3.0
Donnell Harvey,4.0,0.8,0.5,0.4,5.6
Udonis Haslem,6.7,0.8,0.5,0.3,7.6
Trenton Hassell,2.8,1.8,0.4,0.4,5.8
Joe Hassett,1.1,1.3,0.4,0.1,5.9
Scott Hastings,2.2,0.5,0.3,0.3,2.8
Kirk Haston,1.0,0.3,0.0,0.2,1.2
Spencer Hawes,5.7,1.9,0.4,1.0,8.7
Steve Hawes,6.2,1.9,0.8,0.5,8.4
Hersey Hawkins,3.6,2.9,1.7,0.3,14.7
Juaquin Hawkins,1.3,0.8,0.5,0.1,2.3
Michael Hawkins,0.9,1.6,0.3,0.0,1.8
Chuck Hayes,5.0,1.2,0.7,0.4,3.7
Elvin Hayes,12.5,1.8,1.0,2.0,21.0
Jarvis Hayes,3.1,1.1,0.7,0.1,8.3
Jaxson Hayes,3.8,0.8,0.4,0.7,6.8
Killian Hayes,1.1,3.6,0.3,0.0,4.6
Nigel Hayes,2.4,0.7,0.2,0.3,3.0
Steve Hayes,2.5,0.4,0.2,0.5,2.6
Gordon Hayward,4.5,3.5,1.0,0.4,15.6
Lazar Hayward,1.3,0.5,0.2,0.1,2.9
Brendan Haywood,6.0,0.5,0.4,1.4,6.8
Luther Head,2.4,2.1,0.7,0.1,8.2
Shane Heal,0.4,0.8,0.1,0.1,2.0
Alan Henderson,5.0,0.6,0.6,0.5,7.8
Cedric Henderson,2.9,1.6,0.9,0.4,7.3
Dave Henderson,1.6,1.5,0.5,0.2,5.7
Gerald Henderson,1.7,3.6,1.1,0.1,8.9
Gerald Henderson,3.2,1.9,0.7,0.3,11.2
J.R. Henderson,1.6,0.7,0.3,0.1,3.2
Kevin Henderson,1.1,1.5,0.4,0.0,3.0
Tom Henderson,2.3,4.8,1.2,0.1,9.4
Mark Hendrickson,2.8,0.6,0.4,0.1,3.3
Carl Henry,0.7,0.1,0.2,0.0,2.8
Conner Henry,0.9,1.1,0.2,0.1,3.3
Myke Henry,1.9,1.1,1.6,0.3,5.4
Skeeter Henry,0.5,1.0,0.0,0.0,1.0
Xavier Henry,1.9,0.6,0.5,0.1,5.7
John Henson,5.3,1.1,0.5,1.4,7.6
Steve Henson,0.7,2.0,0.4,0.0,3.1
Dewan Hernandez,2.3,0.5,0.2,0.0,2.3
Juan Hernangómez,3.5,0.7,0.4,0.2,5.5
Willy Hernangómez,5.5,1.1,0.4,0.4,6.8
Chris Herren,1.0,2.4,0.4,0.0,3.2
Carl Herrera,3.6,0.6,0.5,0.4,5.3
Walter Herrmann,2.1,0.4,0.2,0.1,5.4
Tyler Herro,4.5,2.7,0.6,0.3,14.4
Keith Herron,2.0,1.4,0.8,0.2,9.8
Mario Hezonja,3.1,1.3,0.7,0.2,6.9
Roy Hibbert,6.3,1.3,0.4,1.7,10.0
Isaiah Hicks,2.3,0.9,0.1,0.3,4.4
J.J. Hickson,6.8,0.8,0.5,0.6,9.5
Buddy Hield,4.2,2.3,0.8,0.3,16.0
Cory Higgins,0.9,0.9,0.2,0.1,3.7
Rod Higgins,3.6,1.6,0.6,0.5,9.0
Sean Higgins,1.8,1.0,0.3,0.1,6.3
Kenny Higgs,1.8,4.4,1.1,0.1,6.8
Johnny High,2.3,1.9,1.2,0.3,5.1
Haywood Highsmith,1.0,0.4,0.2,0.0,1.8
Nenê Hilário,6.0,1.8,1.1,0.7,11.3
Armond Hill,2.0,4.7,1.2,0.1,6.9
George Hill,3.1,3.2,0.9,0.3,11.1
Grant Hill,6.0,4.1,1.2,0.6,16.7
Jordan Hill,5.8,0.8,0.4,0.7,7.9
Solomon Hill,3.1,1.5,0.7,0.2,5.7
Tyrone Hill,8.6,0.8,0.8,0.5,9.4
Darrun Hilliard,0.9,0.8,0.2,0.0,3.2
Kirk Hinrich,2.9,4.8,1.1,0.3,10.9
Roy Hinson,6.8,1.0,0.6,1.7,14.2
Nate Hinton,0.3,0.4,0.4,0.1,1.9
Robert Hite,1.3,0.7,0.3,0.2,4.3
Jaylen Hoard,2.5,0.3,0.4,0.0,2.9
Donald Hodge,3.2,0.8,0.3,0.4,4.7
Craig Hodges,1.3,2.5,0.8,0.0,8.5
Fred Hoiberg,2.7,1.6,0.8,0.1,5.4
Aaron Holiday,1.7,2.4,0.6,0.2,7.6
Jrue Holiday,3.9,6.3,1.5,0.5,15.9
Justin Holiday,3.0,1.5,1.0,0.4,8.4
Brad Holland,0.6,0.7,0.5,0.0,3.2
John Holland,1.0,0.2,0.3,0.1,2.2
Lionel Hollins,2.4,4.5,1.6,0.3,11.6
Ryan Hollins,2.2,0.3,0.2,0.5,3.7
Rondae Hollis-Jefferson,5.6,1.9,0.9,0.5,9.3
Richaun Holmes,5.6,1.0,0.6,1.1,9.2
Michael Holton,1.4,3.0,0.6,0.1,6.2
Jerald Honeycutt,1.9,0.7,0.5,0.1,5.1
Tyler Honeycutt,1.0,0.4,0.2,0.2,1.2
Rodney Hood,2.8,1.8,0.7,0.2,11.6
Dave Hoppen,3.8,0.6,0.3,0.2,5.0
Dennis Hopson,2.8,1.6,1.0,0.5,10.9
Scotty Hopson,0.0,0.7,0.3,0.0,0.7
Cedrick Hordges,5.9,1.2,0.4,0.3,7.6
Al Horford,8.2,3.3,0.8,1.2,13.9
Jeff Hornacek,3.4,4.9,1.4,0.2,14.5
Dennis Horner,0.6,0.0,0.0,0.0,0.6
Robert Horry,4.8,2.1,1.0,0.9,7.0
Ed Horton,2.4,0.4,0.2,0.1,4.5
Talen Horton-Tucker,2.4,2.1,0.9,0.4,7.7
Danuel House,3.9,1.3,0.7,0.4,9.4
Eddie House,1.7,1.6,0.7,0.1,7.5
Allan Houston,2.9,2.4,0.7,0.2,17.3
Byron Houston,3.0,0.5,0.5,0.4,3.9
Brian Howard,2.8,0.9,0.7,0.4,6.0
Dwight Howard,12.1,1.4,0.9,1.9,16.3
Josh Howard,5.7,1.6,1.0,0.5,14.3
Juwan Howard,6.1,2.2,0.7,0.3,13.4
Markus Howard,0.3,0.4,0.1,0.0,1.1
Phil Hubbard,5.3,1.3,0.9,0.1,10.9
Lester Hudson,1.4,1.2,0.6,0.1,4.7
Troy Hudson,1.7,3.4,0.5,0.1,9.0
Marcelo Huertas,1.5,3.1,0.5,0.1,3.9
Kevin Huerter,3.5,3.3,1.0,0.4,11.0
Josh Huestis,2.4,0.3,0.2,0.6,2.5
Alfredrick Hughes,1.7,0.9,0.4,0.1,5.2
Eddie Hughes,1.0,1.6,0.7,0.0,3.1
Elijah Hughes,0.6,0.4,0.1,0.1,2.2
Larry Hughes,4.2,3.1,1.5,0.4,14.1
Rick Hughes,2.3,0.4,0.1,0.0,3.9
Robbie Hummel,2.7,0.5,0.3,0.1,3.9
Ryan Humphrey,2.2,0.2,0.2,0.2,2.3
Jay Humphries,2.5,5.5,1.5,0.1,11.1
Kris Humphries,5.4,0.7,0.4,0.6,6.7
Brandon Hunter,2.8,0.3,0.3,0.1,3.3
Chris Hunter,2.8,0.6,0.2,0.6,4.5
De'Andre Hunter,4.7,1.9,0.7,0.3,13.2
Lindsey Hunter,2.2,2.7,1.2,0.2,8.5
R.J. Hunter,1.0,0.4,0.4,0.1,3.0
Steven Hunter,3.2,0.2,0.1,1.1,4.5
Bobby Hurley,1.1,3.3,0.4,0.0,3.8
Geoff Huston,1.4,5.1,0.7,0.1,8.8
Chandler Hutchison,4.0,0.8,0.6,0.2,6.0
Marc Iavaroni,3.2,1.0,0.3,0.4,4.4
Serge Ibaka,7.3,0.8,0.4,2.0,12.5
Andre Iguodala,5.0,4.2,1.5,0.5,11.7
Zydrunas Ilgauskas,7.3,1.1,0.5,1.6,13.0
Didier Ilunga-Mbenga,1.5,0.2,0.2,0.6,1.8
Ersan İlyasova,5.7,1.1,0.7,0.4,10.2
Joe Ingles,3.3,3.7,1.0,0.2,8.6
Damien Inglis,1.6,0.5,0.3,0.2,1.8
Andre Ingram,1.3,1.2,0.7,0.5,4.0
Brandon Ingram,5.0,3.4,0.7,0.6,17.5
Byron Irvin,1.4,0.8,0.5,0.0,5.2
Kyrie Irving,3.8,5.7,1.3,0.4,22.8
Jonathan Isaac,5.4,1.1,1.1,1.5,9.3
Mike Iuzzolino,2.0,4.3,0.7,0.1,9.0
Allen Iverson,3.7,6.2,2.2,0.2,26.7
Royal Ivey,1.1,1.0,0.5,0.1,3.3
Wesley Iwundu,2.4,1.0,0.5,0.2,4.5
Jarrett Jack,2.9,4.6,0.8,0.1,10.8
Aaron Jackson,3.0,1.0,0.0,0.0,8.0
Bobby Jackson,3.1,2.6,0.9,0.1,9.7
Cedric Jackson,0.7,1.2,0.3,0.2,1.7
Darnell Jackson,1.5,0.2,0.2,0.1,2.2
Demetrius Jackson,0.7,0.7,0.3,0.0,1.8
Frank Jackson,1.8,1.0,0.3,0.0,7.1
Jaren Jackson,1.8,1.2,0.6,0.1,5.5
Jaren Jackson,4.6,1.2,0.8,1.5,15.5
Jermaine Jackson,1.1,1.4,0.3,0.1,1.9
Jim Jackson,4.7,3.2,0.8,0.2,14.3
Josh Jackson,4.2,1.9,1.0,0.6,12.1
Justin Jackson,2.5,1.1,0.4,0.2,6.6
Luke Jackson,1.2,0.8,0.3,0.0,3.5
Marc Jackson,4.3,0.8,0.4,0.3,8.4
Mark Jackson,3.8,8.0,1.2,0.1,9.6
Michael Jackson,0.8,2.2,0.3,0.1,2.1
Pierre Jackson,1.1,2.4,0.3,0.0,4.4
Randell Jackson,1.9,0.3,0.1,0.4,4.1
Reggie Jackson,2.9,4.3,0.7,0.1,12.6
Stanley Jackson,1.6,0.9,0.3,0.0,2.2
Stephen Jackson,3.9,3.1,1.3,0.4,15.1
Tracy Jackson,1.9,1.0,0.6,0.1,5.4
Casey Jacobsen,1.8,1.1,0.4,0.1,5.2
Sam Jacobson,1.2,0.5,0.5,0.0,4.2
Dave Jamerson,0.9,0.7,0.3,0.0,3.4
Bernard James,2.3,0.1,0.2,0.7,2.2
Damion James,3.4,0.7,0.6,0.5,3.8
Henry James,1.5,0.4,0.2,0.1,6.1
Jerome James,3.1,0.3,0.3,1.1,4.3
Justin James,0.7,0.5,0.1,0.2,2.2
LeBron James,7.4,7.4,1.6,0.8,27.0
Mike James,2.2,3.5,0.8,0.1,9.9
Mike James,2.5,3.5,0.8,0.2,9.3
Tim James,1.1,0.3,0.0,0.2,1.6
Antawn Jamison,7.5,1.6,1.0,0.4,18.5
Marko Jarić,2.7,3.6,1.3,0.3,7.1
Šarūnas Jasikevičius,1.6,2.9,0.5,0.0,6.8
Nathan Jawai,2.4,0.5,0.2,0.2,2.8
Chris Jefferies,1.2,0.4,0.3,0.3,3.9
Othyus Jeffers,2.6,0.6,0.6,0.0,3.8
Al Jefferson,8.4,1.5,0.7,1.2,15.7
Cory Jefferson,2.8,0.3,0.2,0.4,3.5
Dontell Jefferson,2.0,1.5,0.7,0.2,4.8
Richard Jefferson,4.0,2.0,0.7,0.3,12.6
DaQuan Jeffries,1.5,0.4,0.4,0.2,3.6
Jared Jeffries,4.1,1.3,0.7,0.5,4.8
Charles Jenkins,0.9,1.9,0.4,0.1,3.7
Horace Jenkins,0.6,0.6,0.3,0.1,2.8
John Jenkins,1.5,0.8,0.2,0.1,5.0
Brandon Jennings,3.0,5.7,1.2,0.2,14.1
Keith Jennings,1.5,3.7,1.0,0.0,6.6
Chris Jent,2.7,1.3,0.0,0.0,6.2
Les Jepsen,1.3,0.0,0.0,0.2,1.0
Jonas Jerebko,4.0,0.8,0.5,0.2,6.2
Ty Jerome,2.0,2.1,0.6,0.1,5.3
Grant Jerrett,1.1,0.4,0.3,0.3,2.0
Eugene Jeter,1.1,2.6,0.5,0.0,4.1
Yi Jianlian,4.9,0.7,0.5,0.7,7.9
Isaiah Joe,1.0,0.6,0.3,0.2,3.6
Britton Johnsen,2.1,0.6,0.3,0.0,2.1
Alize Johnson,2.6,0.3,0.2,0.2,2.2
Amir Johnson,5.4,1.2,0.6,1.0,7.0
Anthony Johnson,1.7,2.9,0.7,0.1,5.6
Armon Johnson,1.0,1.2,0.2,0.0,3.3
Avery Johnson,1.7,5.5,1.0,0.1,8.4
B.J. Johnson,1.4,0.2,0.3,0.0,3.1
Brice Johnson,1.6,0.1,0.5,0.3,2.2
Buck Johnson,3.5,1.7,0.8,0.5,9.1
Cameron Johnson,3.2,1.3,0.6,0.3,9.2
Carldell Johnson,0.6,1.5,0.5,0.0,1.8
Chris Johnson,2.0,0.6,0.6,0.2,4.4
Clay Johnson,1.2,0.6,0.4,0.1,2.8
Clemon Johnson,4.6,1.0,0.5,0.9,5.4
Darryl Johnson,0.2,0.1,0.0,0.0,1.1
Dave Johnson,1.1,0.3,0.2,0.0,3.5
Dennis Johnson,3.9,5.0,1.3,0.6,14.1
DerMarr Johnson,2.2,0.9,0.6,0.4,6.2
Eddie Johnson,2.3,5.1,1.1,0.1,15.1
Eddie Johnson,4.0,2.1,0.6,0.2,16.0
Eric Johnson,0.6,1.3,0.4,0.0,1.1
Ervin Johnson,6.1,0.5,0.6,1.3,4.1
Frank Johnson,1.7,4.2,1.0,0.1,8.3
George Johnson,6.5,1.0,0.5,2.5,4.8
George Johnson,5.6,1.8,0.9,0.6,9.1
Ivan Johnson,3.9,0.6,0.8,0.3,6.5
James Johnson,3.6,2.1,0.8,0.9,7.9
Joe Johnson,4.0,3.9,0.8,0.2,16.0
John Johnson,5.5,3.8,0.8,0.4,12.9
Keldon Johnson,5.5,1.6,0.6,0.4,11.9
Kevin Johnson,3.3,9.1,1.5,0.2,17.9
Larry Johnson,7.5,3.3,0.7,0.4,16.2
Linton Johnson,3.3,0.4,0.6,0.4,3.9
Magic Johnson,7.2,11.2,1.9,0.4,19.5
Marques Johnson,7.0,3.6,1.3,0.8,20.1
Mickey Johnson,7.2,3.0,1.1,0.7,14.1
Nick Johnson,1.4,0.4,0.3,0.1,2.6
Ollie Johnson,3.3,1.8,0.7,0.4,7.7
Orlando Johnson,1.7,0.7,0.2,0.1,3.2
Reggie Johnson,4.1,0.9,0.4,0.6,8.4
Stanley Johnson,3.1,1.4,0.8,0.2,6.2
Steffond Johnson,1.5,0.2,0.3,0.1,2.6
Steve Johnson,5.5,1.2,0.5,0.8,11.7
Trey Johnson,0.9,0.7,0.1,0.0,2.6
Tyler Johnson,3.1,2.3,0.8,0.4,10.0
Vinnie Johnson,3.2,3.3,0.9,0.3,12.0
Wesley Johnson,3.2,1.1,0.8,0.7,7.0
Darius Johnson-Odom,0.9,0.3,0.1,0.0,0.0
Nate Johnston,1.1,0.0,0.1,0.4,2.2
Nikola Jokić,9.8,5.8,1.2,0.7,18.0
Anthony Jones,1.3,0.7,0.5,0.2,3.6
Askia Jones,1.0,1.5,0.5,0.0,4.1
Bill Jones,1.3,0.5,0.5,0.2,3.5
Bobby Jones,1.6,0.5,0.3,0.0,3.2
Charles Jones,4.5,0.9,0.6,1.6,2.5
Charles Jones,3.8,1.0,0.5,0.5,5.0
Charles Jones,1.2,1.6,0.6,0.1,3.5
Dahntay Jones,1.7,0.8,0.4,0.2,5.4
Damian Jones,2.9,0.6,0.3,0.7,4.3
Damon Jones,1.6,2.7,0.4,0.0,6.6
DeQuan Jones,1.7,0.3,0.3,0.3,3.7
Derrick Jones,3.6,0.7,0.7,0.7,7.0
Dominique Jones,1.4,1.8,0.4,0.1,3.1
Dwayne Jones,2.3,0.1,0.1,0.4,1.3
Dwight Jones,5.9,1.2,0.6,0.5,8.1
Eddie Jones,4.0,2.9,1.7,0.6,14.8
Edgar Jones,4.8,0.9,0.6,1.3,9.0
Fred Jones,2.2,2.3,0.8,0.3,7.5
Jalen Jones,2.3,0.3,0.4,0.1,4.8
James Jones,1.8,0.5,0.3,0.3,5.2
Jemerrio Jones,8.2,2.2,1.2,0.8,4.5
Jumaine Jones,4.2,0.9,0.7,0.3,7.1
Major Jones,3.5,0.6,0.4,0.5,4.4
Mark Jones,0.3,0.8,0.0,0.0,1.2
Mark Jones,1.3,0.6,0.5,0.2,2.3
Mason Jones,2.0,1.5,0.2,0.0,5.8
Ozell Jones,3.4,0.8,0.5,0.8,3.5
Perry Jones,1.8,0.4,0.3,0.2,3.4
Popeye Jones,7.4,1.3,0.6,0.3,7.0
Shelton Jones,2.2,0.8,0.4,0.3,4.8
Solomon Jones,2.3,0.4,0.2,0.5,3.0
Terrence Jones,5.7,1.0,0.6,1.2,10.4
Tre Jones,0.4,0.5,0.1,0.0,1.7
Tyus Jones,1.6,3.6,1.0,0.1,5.7
Adonis Jordan,0.6,2.2,0.3,0.1,2.1
DeAndre Jordan,10.6,1.0,0.6,1.6,9.4
Eddie Jordan,1.9,3.8,1.8,0.2,8.1
Michael Jordan,6.2,5.3,2.3,0.8,30.1
Reggie Jordan,1.8,1.0,0.5,0.2,2.7
Cory Joseph,2.6,2.9,0.8,0.2,6.9
Kris Joseph,0.7,0.1,0.3,0.0,0.9
Jeff Judkins,1.6,1.0,0.5,0.1,5.4
Mfiondu Kabengele,0.7,0.2,0.1,0.1,2.0
Chris Kaman,7.6,1.3,0.4,1.3,11.2
Frank Kaminsky,4.0,1.6,0.4,0.4,9.5
Enes Kanter,7.9,0.9,0.4,0.5,11.6
Jason Kapono,1.7,0.8,0.4,0.0,6.7
Sergey Karasev,1.5,0.9,0.3,0.0,3.0
Coby Karl,1.3,1.0,0.3,0.1,2.4
Mario Kasun,2.6,0.2,0.1,0.2,2.7
Clarence Kea,2.5,0.4,0.2,0.1,3.9
Adam Keefe,4.1,0.7,0.5,0.3,5.0
Rich Kelley,7.0,2.6,0.9,0.9,7.6
Clark Kellogg,9.5,2.9,1.5,0.4,18.9
Ryan Kelly,3.1,1.3,0.5,0.5,6.0
Greg Kelser,4.6,1.3,0.8,0.5,9.7
Shawn Kemp,8.4,1.6,1.1,1.2,14.6
Tim Kempton,2.8,1.1,0.4,0.2,4.5
Luke Kennard,2.8,2.1,0.5,0.2,9.5
D.J. Kennedy,3.5,1.5,1.0,0.0,6.0
Steve Kerr,1.2,1.8,0.5,0.1,6.0
Jerome Kersey,5.5,1.9,1.2,0.7,10.3
Alec Kessler,3.6,0.4,0.2,0.3,5.2
Randolph Keys,2.3,0.8,0.6,0.2,5.2
Viktor Khryapa,3.4,1.0,0.6,0.3,4.5
Jason Kidd,6.3,8.7,1.9,0.3,12.6
Michael Kidd-Gilchrist,5.4,1.2,0.7,0.7,8.4
Sean Kilpatrick,2.7,1.5,0.5,0.1,10.3
Bo Kimble,1.5,0.9,0.4,0.1,5.5
Stan Kimbrough,0.5,0.5,0.4,0.0,1.6
Albert King,4.2,2.2,0.8,0.4,12.1
Bernard King,5.8,3.3,1.0,0.3,22.5
Chris King,3.0,1.1,0.7,0.3,6.7
Frankie King,1.2,0.5,0.5,0.0,2.1
Jimmy King,1.8,1.4,0.4,0.2,4.5
Louis King,1.0,0.5,0.2,0.0,2.0
Reggie King,6.2,1.6,0.8,0.3,8.9
Rich King,1.0,0.3,0.1,0.1,1.9
Stacey King,3.3,0.9,0.4,0.5,6.4
Tarence Kinsey,1.3,0.5,0.6,0.0,4.7
Andrei Kirilenko,5.5,2.7,1.4,1.8,11.8
Curtis Kitchen,1.5,0.2,0.3,0.5,1.5
Greg Kite,3.8,0.5,0.3,0.6,2.5
Kerry Kittles,3.9,2.6,1.6,0.4,14.1
Maxi Kleber,4.5,1.0,0.4,0.9,7.2
Joe Kleine,4.1,0.6,0.3,0.3,4.8
Linas Kleiza,3.6,0.8,0.4,0.2,8.7
Brandon Knight,3.1,4.0,0.9,0.2,14.1
Brevin Knight,2.4,6.1,1.7,0.1,7.3
Nathan Knight,1.9,0.2,0.3,0.3,3.7
Negele Knight,1.3,2.8,0.4,0.1,6.2
Toby Knight,5.1,1.2,0.9,0.7,12.9
Travis Knight,3.1,0.6,0.4,0.6,3.4
Kevin Knox,3.3,0.9,0.4,0.3,8.9
Bart Kofoed,0.5,1.0,0.2,0.0,1.5
Jon Koncak,4.9,1.0,0.7,1.0,4.5
John Konchar,2.9,1.1,0.6,0.2,3.4
Joe Kopicki,2.7,0.7,0.3,0.1,3.7
Furkan Korkmaz,2.1,1.0,0.6,0.2,7.8
Frank Kornet,1.1,0.3,0.2,0.0,1.9
Luke Kornet,2.6,1.0,0.4,0.8,6.0
Yaroslav Korolev,0.5,0.4,0.2,0.0,1.1
Kyle Korver,3.0,1.7,0.7,0.3,9.7
Kosta Koufos,5.0,0.5,0.4,0.7,5.7
Joel Kramer,2.8,1.0,0.4,0.2,3.8
Wayne Kreklow,0.5,0.4,0.1,0.0,1.2
Nenad Krstić,5.4,0.8,0.4,0.7,10.0
Larry Krystkowiak,4.9,1.2,0.6,0.1,8.2
Toni Kukoč,4.2,3.7,1.0,0.3,11.6
Mitch Kupchak,5.4,0.7,0.3,0.3,10.2
Rodions Kurucs,3.2,0.9,0.6,0.3,6.1
Rob Kurz,2.0,0.5,0.4,0.5,3.9
Kyle Kuzma,5.7,1.9,0.5,0.4,15.4
Mindaugas Kuzminskas,1.8,1.0,0.4,0.2,6.2
Raef LaFrentz,6.1,1.1,0.5,1.6,10.1
Tom LaGarde,5.1,1.5,0.3,0.4,7.6
Rusty LaRue,1.3,1.6,0.6,0.1,5.0
Zach LaVine,3.8,3.7,0.9,0.3,18.8
Skal Labissière,4.5,1.0,0.4,0.7,7.2
Sam Lacey,9.7,3.7,1.3,1.5,10.3
Christian Laettner,6.7,2.6,1.1,0.8,12.8
Bill Laimbeer,9.7,2.0,0.7,0.9,12.9
Anthony Lamb,3.1,0.3,0.1,0.1,2.2
Doron Lamb,1.0,0.8,0.2,0.0,3.5
Jeremy Lamb,3.7,1.6,0.7,0.4,10.5
John Lambert,3.3,0.6,0.3,0.4,3.8
Jeff Lamp,1.5,0.9,0.4,0.0,5.1
Maciej Lampe,2.2,0.3,0.1,0.2,3.4
Sean Lampley,2.1,0.7,0.2,0.1,4.5
Carl Landry,4.9,0.7,0.4,0.4,10.8
Marcus Landry,1.1,0.0,0.1,0.1,2.4
Mark Landsberger,6.1,0.5,0.3,0.2,5.6
Jerome Lane,5.8,1.5,0.6,0.2,5.3
Andrew Lang,4.8,0.6,0.5,1.5,6.0
Antonio Lang,1.5,0.3,0.4,0.3,2.3
Trajan Langdon,1.3,1.3,0.5,0.1,5.4
Romeo Langford,1.3,0.4,0.3,0.3,2.5
Dan Langhi,1.5,0.3,0.2,0.1,3.0
Bob Lanier,10.1,3.1,1.1,1.5,20.1
Nicolás Laprovíttola,0.6,1.6,0.2,0.1,3.3
Shane Larkin,1.9,2.9,0.9,0.1,5.5
Priest Lauderdale,1.9,0.4,0.1,0.4,3.4
Joffrey Lauvergne,3.8,0.9,0.3,0.2,5.6
Acie Law,1.0,1.6,0.4,0.0,3.9
Vic Law,1.4,0.4,0.3,0.0,1.9
Ty Lawson,2.7,6.0,1.2,0.1,12.7
Jake Layman,1.9,0.6,0.4,0.3,5.3
Caris LeVert,3.8,3.7,1.1,0.3,13.1
T.J. Leaf,2.0,0.3,0.2,0.2,3.3
Allen Leavell,1.7,4.8,1.3,0.2,9.5
Eric Leckner,3.2,0.5,0.2,0.3,4.1
Jalen Lecque,0.8,0.4,0.0,0.0,1.7
Ricky Ledo,1.4,0.8,0.3,0.0,3.9
Courtney Lee,2.6,1.7,1.0,0.3,9.6
Damion Lee,3.6,1.7,0.8,0.1,8.7
David Lee,8.8,2.2,0.8,0.4,13.5
Doug Lee,0.6,0.4,0.2,0.1,2.3
Keith Lee,4.7,1.0,0.4,0.6,6.1
Kurk Lee,0.6,0.7,0.2,0.0,1.4
Malcolm Lee,1.8,1.4,0.6,0.3,3.9
Ron Lee,2.7,3.8,1.9,0.3,7.3
Saben Lee,1.9,3.0,0.6,0.3,6.1
Tim Legler,1.6,1.3,0.5,0.1,7.0
Walt Lemon,2.6,3.2,1.0,0.2,9.4
Alex Len,6.0,0.8,0.4,1.0,7.8
Voshon Lenard,2.8,2.1,0.8,0.2,11.9
Gary Leonard,1.1,0.1,0.1,0.3,1.4
Kawhi Leonard,6.4,2.8,1.8,0.6,19.2
Meyers Leonard,3.9,0.9,0.2,0.3,5.6
Jim Les,1.2,2.9,0.5,0.1,3.8
Ronnie Lester,1.9,4.0,0.7,0.1,7.3
Clifford Lett,0.6,0.7,0.2,0.1,3.5
Jon Leuer,3.8,0.8,0.4,0.3,6.4
Fat Lever,6.0,6.2,2.2,0.3,13.9
Cliff Levingston,5.2,0.9,0.6,0.7,7.1
Kira Lewis,1.2,2.3,0.7,0.2,6.7
Martin Lewis,1.4,0.3,0.4,0.2,3.6
Quincy Lewis,1.3,0.6,0.4,0.2,3.6
Ralph Lewis,1.2,0.3,0.3,0.1,2.3
Rashard Lewis,5.2,1.7,1.1,0.5,14.9
Reggie Lewis,4.3,2.6,1.3,0.9,17.6
Marcus Liberty,3.5,0.9,0.7,0.3,7.3
Todd Lichti,2.1,1.4,0.8,0.2,7.9
DeAndre Liggins,1.4,0.7,0.6,0.2,2.0
Damian Lillard,4.2,6.6,1.0,0.3,24.6
Jeremy Lin,2.8,4.3,1.1,0.4,11.6
Alton Lister,6.3,1.0,0.4,1.5,6.6
Nassir Little,2.4,0.5,0.2,0.3,4.2
Randy Livingston,1.4,2.0,0.6,0.2,3.8
Shaun Livingston,2.4,3.0,0.7,0.4,6.3
Horacio Llamas Grey,1.3,0.2,0.4,0.3,2.1
Lewis Lloyd,3.1,2.9,0.9,0.3,13.2
Scott Lloyd,3.0,1.0,0.3,0.2,4.6
Kevin Loder,2.3,1.2,0.5,0.3,5.9
Brad Lohaus,2.8,1.1,0.5,0.8,5.9
Art Long,3.3,0.5,0.3,0.4,3.5
Grant Long,6.1,1.7,1.2,0.4,9.5
John Long,2.8,1.9,1.0,0.2,13.6
Shawn Long,4.7,0.7,0.5,0.5,8.2
Luc Longley,4.9,1.5,0.5,1.0,7.2
Kevon Looney,3.8,1.1,0.5,0.6,4.3
Brook Lopez,6.3,1.5,0.6,1.8,16.5
Felipe López,2.4,1.0,0.6,0.2,5.8
Raül López,1.7,3.8,0.7,0.0,6.5
Robin Lopez,5.0,0.8,0.2,1.1,8.8
Ryan Lorthridge,1.9,2.7,0.8,0.0,7.4
Kevin Love,11.1,2.4,0.7,0.4,18.1
Sidney Lowe,1.7,3.9,1.0,0.0,2.9
Kyle Lowry,4.4,6.2,1.3,0.3,14.8
Jordan Loyd,0.8,0.5,0.0,0.0,2.4
